"newsgroup","id","post_txt"
"talk.politics.mideast",76068," 	Attacking? Who is attacking who? Even the country you live in,USA, have condemned 	Armenia for it's attacking. And you start to say that the attackers 	are the Azeris????? 	Azeris have lived in Nagorno Karabakh ever since there were Azeris... 	Don't come with nonsence, there is no reason to attack a people 	just because a man called ""Gorbatjov and co."" gave the ""freedom"" to the people 	in this area. 	It's easy for people like you to blame history. The were a lot of          Indians living in USA. There is no reason for these  	Indians to attack the ""American"" 	people and say:""It was the fault of the government of Germany and Great  	Britain, because they made people come to our place......"" Armenians lived in 	harmony with the Azeris until ""Gorbatjov and co."" gave ""freedom"" to the people 	in Karabag, then the Armenians started to kill, rape and torture the Azeris, not only 	in Karabag but also noe in Azerbadjan.... 	  That's what i don't want, you couldn't imagine the result of a war..... 	  So France, Greece and  USA wants to start fighting with Azerbadjan????  	  They give a lot more weapons to the Armenians without  	  saying it, that's no secret any more...... 	  I must say that these Armenian Government is very shortsighted. 	  Do they think that they shall move from it's neigbours when the war  	  is over???? The neighbour around will be there and Armenia must 	  	  live in harmony with these if they don't want a ""stone-age"" country, 	  for that's what's will happen Armenia if the wars continues. 	  Look, The President of Turkey, Turgut Ozal, died and  Petrosyan 	  the Armenian Presindent is now in Turkey for the funeral. Is it because 	  he liked him? Sure NOT, because Armenia needs it's neighbours and must 	  live with these. But Armenia can't stop this war with continued ordertaking 	  from states like France and USA. With other words, if you love your people 	  you must think twice..... 	  And i wonder, ""Shoot down turkish planes"" WITH WHAT????? ohhh i forgot 	  the Armenians can't find food but there are a lot of arms from the mentioned 	  countries..... Hilmi Eren Stockholm University Sweden"
"talk.politics.mideast",76069,"It seems to me that many readers of this conference are interested who is behind the Center for Polict Research. I will oblige. My name is Elias Davidsson, Icelandic citizen, born in Palestine. My mother was thrown from Germany because she belonged to the 'undesirables' (at that times this group was defined as 'Jews'). She was forced to go to Palestine due to many  cynical factors. I have meanwhile settled in Iceland (30 years ago) and met many people who were thrown out from my homeland, Palestine, because of the same reason (they belonged to the 'indesirables'). These people include my neighbors in Jerusalem with the children of whom I played as child. Their crime: Theyare not Jews. My conscience does not accept such injustice, period. My work for justice is done in the name of my principled opposition to racism and racial discrimination. Those who protest against such practices in Arab countries have my support - as long as their protest is based on a principled position, but not as a tactic to deflect criticism from Israel. The struggle against discrimination and racism is universal. The Center for Policy Research is a name I gave to those activities undertaken under my guidance in different domains, and which command the support of many volunteers in Iceland. It is however not a formal institution and works with minimal funds. Professionally I am music teacher and composer. I have published  several pieces and my piano music is taught widely in Europe. I would hope that discussion about Israel/Palestine be conducted in a more civilized manner. Calling names is not helpful. Elias Davidsson ICELAND"
"talk.politics.mideast",76070,"In my postings I have made a proposal for comments and discussion. Those who don't want to discuss its merits and drawbacks are not forced to do so. However I would make anybody who incites others to harm me or harass in a personal manner, legally responsible for their deeds. I cannot accept and will not accept threats to my personal integrity and I urge anybody who opposes terror to refrain from direct or indriect threats. PS: My proposal has nothing to do with Nazi eugenics. It has to do with the search for peace which would enable justice. I don't consider that justice is done, when non-Jews who fled or were expelled in 1948/1967 are not permitted to return to their homeland. This can at best be called pragmatism, a nice word for legitimizing the rule of the strong. It can never be called justice. And peace without justice will never be peace. It is my conviction that the situation in which a state, through the law, attempts to discourage mixed marriages (as Israel does), is not normal. Such a state resembles more Nazi Germany and South Africa than Western democracies, such as the United States, in which Jews are free to marry whom they wish and do so in the thousands. My proposal may have drawbacks but it is meant to force anybody to anything, just to compensate for a certain time mixed couples for the hardships tehy endure in a society which disapproves of intermarriage.When the day will come and Israel will become a truly civil and decmoractic society, in which the state is not concerned with the religious or ethnic affiliation of its constituency, such a Fund would not be needed any more. I don't mind if Jews wish to marry Jews and keep their traditions, why not ? But this is not the affairs of a state. Western democracy clearly separates these domains and I am certain that most American Jews enjoy this fact and would not love to live in a state termed Christian State and to have their Green cards stamped with a mark JEW. I would ask those who are genuinely interested in an exchange of views and personal experiencces to refrain from emotional, infantile outbursts which might leed readers to infer that Jews who respect Judaism are uncivilized. Such behaviour is not good for Judaism. Elias"
"talk.politics.mideast",76073,"    April 24th is approaching, and Armenians around the world are getting ready to remember the massacres of their family members by the Turkish government between 1915 and 1920.       At least 1.5 Million Armenians perished during that period, and it is important to note that those who deny that this event ever took place, either supported the policy of 1915 to exterminate the Armenians, or, as we have painfully witnessed in Azerbaijan, would like to see it happen again...     Thank you for taking the time to read this post.     -Helgge"
"talk.politics.mideast",76074,"BM] Gimme a break.  CAPITAL letters, or NOT, the above is pure nonsense.   BM] It seems to me that short sighted Armenians are escalating the hostilities The winding down of winter puts you in a heavy 'Arromdian' mood? I'll  see if I can get our dear ""Mehmetcik"" to write you a letter giving you and your criminal handlers at the ASALA/SDPA/ARF Terrorism and Revisionism Triangle some military pointers, like how to shoot armed adult males instead of small Muslim children and pregnant women. Source: 'The Times,' 3 March 1992 MASSACRE UNCOVERED.... By ANATOL LIEVEN, More than sixty bodies, including those of women and children, have  been spotted on hillsides in Nagorno-Karabakh, confirming claims  that Armenian troops massacred Azeri refugees. Hundreds are missing. Scattered amid the withered grass and bushes along a small valley  and across the hillside beyond are the bodies of last Wednesday's  massacre by Armenian forces of Azerbaijani refugees. From that hill can be seen both the Armenian-controlled town of  Askeran and the outskirts of the Azerbaijani military headquarters  of Agdam. Those who died very nearly made it to the safety of their  own lines. We landed at this spot by helicopter yesterday afternoon as the last  troops of the Commonwealth of Independent states began pulling out.  They left unhindered by the warring factions as General Boris Gromov,  who oversaw the Soviet withdrawal from Afghanistan, flew to Stepanakert  to ease their departure. A local truce was enforced to allow the Azerbaijaines to collect their  dead and any refugees still hiding in the hills and forest. All the  same, two attack helicopters circled continuously the nearby Armenian  positions. In all, 31 bodies could be counted at the scene. At least another  31 have been taken into Agdam over the past five days. These figures  do not include civilians reported killed when the Armenians stormed  the Azerbaijani town of Khodjaly on Tuesday night. The figures also  do not include other as yet undiscovered bodies Zahid Jabarov, a survivor of the massacre, said he saw up to 200  people shot down at the point we visited, and refugees who came  by different routes have also told of being shot at repeatedly and  of leaving a trail of bodies along their path. Around the bodies  we saw were scattered possessions, clothing and personnel documents.  The bodies themselves have been preserved by the bitter cold which killed others as they hid in the hills and forest after the massacre.  All are the bodies of ordinary people, dressed in the poor, ugly  clothing of workers. Of the 31 we saw, only one policeman and two apparent national  volunteers were wearing uniform. All the rest were civilians,  including eight women and three small children. TWO GROUPS,  APPARENTLY FAMILIES, HAD FALLEN TOGETHER, THE CHILDREN CRADLED  IN THE WOMEN'S ARMS. SEVERAL OF THEM, INCLUDING ONE SMALL GIRL, HAD TERRIBLE HEAD  INJURIES: ONLY HER FACE WAS LEFT. SURVIVORS HAVE TOLD HOW THEY  SAW ARMENIANS SHOOTING THEM POINT BLANK AS THEY LAY ON THE GROUND. Serdar Argic                            'We closed the roads and mountain passes that                              might serve as ways of escape for the Turks                              and then proceeded in the work of extermination.'                                                   (Ohanus Appressian - 1919)                            'In Soviet Armenia today there no longer exists                              a single Turkish soul.' (Sahak Melkonian - 1920)"
"talk.politics.mideast",76075,"Let us not forget about the genocide of the Azeri people in 'Karabag'  and x-Soviet Armenia by the Armenians. Between 1914 and 1920, Armenians  committed unheard-of crimes, resorted to all conceivable methods of  despotism, organized massacres, poured petrol over babies and burned  them, raped women and girls in front of their parents who were bound  hand and foot, took girls from their mothers and fathers and appropriated  personal property and real estate. And today, they put Azeris in the most  unbearable conditions any other nation had ever known in history. AREF  SADIKOV sat  quietly  in the  shade of  a  cafe-bar on  the Caspian Sea  esplanade of Baku and  showed a line of  stitches in his trousers, torn  by an Armenian bullet as he  fled the town of Hojali just over three months ago, writes Hugh Pope. ""I'm still  wearing the same  clothes, I don't have  any others,"" the  51-year-old carpenter  said,  beginning his  account of  the Hojali disaster. ""I was wounded in five places, but I am lucky to be alive."" Mr Sadikov and  his wife were short of  food, without electricity for more than a month, and cut off from helicopter flights for 12 days. They  sensed the  Armenian noose was tightening  around the 2,000 to  3,000 people left in  the straggling Azeri town  on the edge of Karabakh. ""At about 11pm  a bombardment started such as we  had never heard before,  eight  or  nine   kinds  of  weapons,  artillery,  heavy machine-guns, the lot,"" Mr Sadikov said. Soon neighbours were  pouring down the street  from the direction of  the  attack. Some  huddled  in  shelters but  others  started fleeing the town,  down a hill, through a stream  and through the snow into a forest on the other side. To escape, the  townspeople had to reach the Azeri  town of Agdam about 15  miles away. They  thought they  were going to  make it, until at  about dawn  they reached a  bottleneck between  the two Armenian villages of Nakhchivanik and Saderak. ""None of my group was hurt up to then ... Then we were spotted by a  car on  the road,  and the  Armenian outposts  started opening fire,"" Mr Sadikov said. Azeri militiamen fighting their way  out of Hojali rushed forward to force  open a  corridor for the  civilians, but  their efforts were mostly  in vain.  Mr Sadikov  said only  10 people  from his group of  80 made it  through, including his wife  and militiaman son.  Seven  of  his  immediate  relations  died,  including  his 67-year-old elder brother. ""I only had time to reach down  and cover his face with his hat,"" he said, pulling his own big  flat Turkish cap over his eyes. ""We have never got any of the bodies back."" The first groups were lucky to have the benefit of covering fire. One hero  of the  evacuation, Alif  Hajief, was  shot dead  as he struggled to change  a magazine while covering  the third group's crossing, Mr Sadikov said. Another hero,  Elman Memmedov, the  mayor of Hojali, said  he and several others  spent the whole day  of 26 February in  the bushy hillside, surrounded by  dead bodies as they tried  to keep three Armenian armoured personnel carriers at bay. As the  survivors staggered the  last mile into Agdam,  there was little comfort  in a town from  which most of the  population was soon to flee. ""The night  after we reached  the town  there was a  big Armenian rocket attack. Some people just  kept going,"" Mr Sadikov said. ""I had to  get to the  hospital for treatment. I  was in a  bad way. They even found a bullet in my sock."" Victims of  war: An  Azeri woman  mourns her  son, killed  in the Hojali massacre in February  (left). Nurses struggle in primitive conditions  (centre)  to  save  a  wounded  man  in  a  makeshift operating  theatre set  up  in a  train carriage.  Grief-stricken relatives in  the town of Agdam  (right) weep over the  coffin of another of the massacre victims. Calculating the final death toll has been  complicated because Muslims  bury their dead  within 24 hours. Photographs: Liu Heung / AP              Frederique Lengaigne / Reuter THE INDEPENDENT, London, 12/6/'92 Serdar Argic                            'We closed the roads and mountain passes that                              might serve as ways of escape for the Turks                              and then proceeded in the work of extermination.'                                                   (Ohanus Appressian - 1919)                            'In Soviet Armenia today there no longer exists                              a single Turkish soul.' (Sahak Melkonian - 1920)"
"talk.politics.mideast",76076,"C'mon, you still haven't corrected yourself, 'wieneramus'. In April  1942, Hitler was preparing for the invasion of the Caucasus. A  number of Nazi Armenian leaders began submitting plans to German officials in spring and summer 1942. One of them was Souren Begzadian Paikhar, son of a former ambassador of the Armenian Republic in Baku. Paikhar wrote a letter to Hitler, asking for German support to his Armenian national socialist movement Hossank and suggesting the creation of an Armenian SS formation in order  ""to educate the youth of liberated Armenia according to the   spirit of the Nazi ideas."" He wanted to unite the Armenians of the already occupied territories of the USSR in his movement and with them conquer historic Turkish homeland. Paikhar was confined to serving the Nazis in Goebbels Propaganda ministry as a speaker for Armenian- and French-language radio broadcastings.[1] The Armenian-language broadcastings were produced by yet another Nazi Armenian Viguen Chanth.[2] [1] Patrick von zur Muhlen (Muehlen), p. 106. [2] Enno Meyer, A. J. Berkian, 'Zwischen Rhein und Arax, 900     Jahre Deutsch-Armenische beziehungen,' (Heinz Holzberg     Verlag-Oldenburg 1988), pp. 124 and 129. The establishment of Armenian units in the German army was favored by General Dro (the Butcher). He played an important role in the establishment of the Armenian 'legions' without assuming any  official position. His views were represented by his men in the respective organs. An interesting meeting took place between Dro and Reichsfuehrer-SS Heinrich Himmler toward the end of 1942. Dro discussed matters of collaboration with Himmler and after a long conversation, asked if he could visit POW camp close to Berlin. Himmler provided Dro with his private car.[1]  A minor problem was that some of the Soviet nationals were not 'Aryans' but 'subhumans' according to the official Nazi philosophy. As such, they were subject to German racism. However, Armenians were the least threatened and indeed most privileged. In August  1933, Armenians had been recognized as Aryans by the Bureau of Racial Investigation in the Ministry for Domestic Affairs. [1] Meyer, Berkian, ibid., pp. 112-113. Need I go on? Serdar Argic                            'We closed the roads and mountain passes that                              might serve as ways of escape for the Turks                              and then proceeded in the work of extermination.'                                                   (Ohanus Appressian - 1919)                            'In Soviet Armenia today there no longer exists                              a single Turkish soul.' (Sahak Melkonian - 1920)"
"talk.politics.mideast",76077,"Source: ""Men Are Like That"" by Leonard Ramsden Hartill. The Bobbs-Merrill Company, Indianapolis (1926). (305 pages).  (Memoirs of an Armenian officer who participated in the genocide of 2.5   million Muslim people) p. 193. ""Their [Muslim] villages were destroyed and they themselves were slain or   driven out of the country."" p. 218.  ""We Armenians did not spare the Tartars. If persisted in, the slaughtering   of prisoners, the looting, and the rape and massacre of the helpless become   commonplace actions expected and accepted as a matter of course.  I have been on the scenes of massacres where the dead lay on the ground,  in numbers, like the fallen leaves in a forest. They had been as helpless  and as defenseless as sheep. They had not died as soldiers die in the  heat of battle, fired with ardor and courage, with weapons in their hands,  and exchanging blow for blow. They had died as the helpless must, with  their hearts and brains bursting with horror worse than death itself."" Serdar Argic                            'We closed the roads and mountain passes that                              might serve as ways of escape for the Turks                              and then proceeded in the work of extermination.'                                                   (Ohanus Appressian - 1919)                            'In Soviet Armenia today there no longer exists                              a single Turkish soul.' (Sahak Melkonian - 1920)"
"talk.politics.mideast",76078,"I always like your kind of odds. The Greek governments must be held  to account for the sub-human conditions of the Turkish minority living  in the Western Thrace under the brutal Greek domination. The religious  persecution, cultural oppression and economical ex-communication applied  to the Turkish population in that area are the dimensions of the human  rights abuse widespread in Greece. ""Greece's Housing Policies Worry Western Thrace Turks"" ...Newly built houses belonging to members of the minority community in Dedeagac province, had, he said, been destroyed by Evros province public works department on Dec. 4. Sungar added that they had received harsh treatment by the security forces during the demolition. ""This is not the first demolition in Dedeagac province; more than 40 houses were destroyed there between 1979-1984 and  members of that minority community were made homeless,"" he continued.  ""Greece Government Rail-Roads Two Turkish Ethnic Deputies"" While World Human Rights Organizations Scream, Greeks  Persistently Work on Removing the Parliamentary Immunity of Dr. Sadik Ahmet and Mr. Ahmet Faikoglu. In his 65-page confession, Salman Demirok, a former chief of PKK operations in Hakkari confessed that high-level relations between PKK, Greece and Greek Cypriot administration existed. According to Demirok, Greek Cypriot administration not only  gives shelter to PKK guerillas but also supplies them with  food and weapons at the temporary camps set up in its territory.  Demirok disclosed that PKK has three safe houses in South Cyprus,  used by terrorists such as Ferhat. In the camps, he added,  terrorists were trained to use various weapons including RPG's  and anti-aircraft guns which had been purchased directly from  the Greek government. Greek Cypriot government has gone to the  extent of issuing special identification cards to PKK members so  that they can travel from one region to another without being  confronted by legal obstacles. Demirok's account was confirmed  by another PKK defector, Fatih Tan, who gave himself over to  police in Hakkari after spending four years with PKK. Tan explained that the terrorists went through a training in camps in South Cyprus,  sometimes for a period of 12 weeks or more.          ""Torture in Greece: Hidden Reality"" Case 1: Kostas Andreadis and Dimitris Voglis. ...Andreadis' head was covered with a hood and he was tortured by falanga (beating on the soles of the feet), electric shocks, and was threatened with being thrown out of the window. An  official medical report clearly documented this torture.... Case 2: Horst Bosniatzki, a West German Citizen. ...At midnight he was taken to the beach, chains were put to his  feet and he was threatened to be thrown to the sea. He was dragged along the beach for about a 1.5 Km while being punched on the  head and kidneys...Back on the police station, he was beaten on the finger tips with a thin stick until one of the fingertips split open.... Case 3: Torture of Dimitris Voglis. Case 4: Brothers Vangelis (16) and Christos Arabatzis (12),         Vasilis Papadopoulos (13), and Kostas Kiriazis (13). Case 5: Torture of Eight Students at Thessaloniki Police         Headquarters.        SOURCE: The British Broadcasting Corporation, Summary of                World  Broadcasting -July 6, 1987: Part 4-A: The                Middle East, ME/8612/A/1.               ""Abu Nidal's Advisers"" Reportedly Training                   ""PKK & ASALA Militants"" in Cyprus        Nicosia, Ankara,  Tel Aviv. The Israeli  secret service,        Mossad,  is   reported  to  have   acquired  significant        information in connection  with the camps set  up in the        Troodos  mountains   in  Cyprus  for  the   training  of        militants of the PKK and ASALA {Armenian Secret Army for        the Liberation  of Armenia}. According to  sources close        to Mossad, about 700 Kurdish, Greek Cypriot and Armenian        militants  are   undergoing  training  in   the  Troodos        mountains in  southern Cyprus.  The same  sources stated        that Abu  Nidal's special  advisers are  giving military        training to  the PKK and  ASALA militants in  the camps.        They added that the  militants leave southern Cyprus for        Libya, Lebanon, Syria, Greece  and Iran after completing        their training.  Mossad has established that  due to the        clashes  which were  taking  place  among the  terrorist        groups based  in Syria, the PKK  and ASALA organisations        moved to  the Greek Cypriot  part of Cyprus,  where they        would  be  more  comfortable. They  also  transferred  a        number of  their camps in  northern Syria to the Troodos        mountains.        Mossad  revealed that  the  Armenian National  Movement,        which is known as the MNA, has opened liaison offices in        Nicosia, Athens and  Tripoli in order to  meet the needs        of the  camps. The offices are used to provide  material        support for the  Armenian  camps. Meanwhile, the  leader        of the  Popular Front for  the Liberation of  Palestine,        George  Habash, is  reported  to  have ordered  his  men        not  to   participate  in  the  operations  carried  out        by  the  PKK &  ASALA, which  he  described  as ""extreme        racist,  extreme  nationalist  and   fascist.""  Reliable        sources have said that  Habash believed that  the recent        operations carried  out by the PKK  militants  show that        organisation  to  be a  band  of  irregulars  engaged in        extreme  nationalist  operations.  They  added  that  he        instructed  his militants  to sever their links with the        PKK  and avoid clashing with it. It has been established        that George Habash  expelled ASALA  militants  from  his        camp  after ASALA's  connections  with  drug trafficking        were exposed. Source: Alan Cowell, 'U.S. & Greece in Dispute on Terror,' The New         York Times, June 27, 1987, p. 4.                     Special to The New York Times ATHENS, June 26 - A dispute developed today between Athens and  Washington over United States intelligence reports saying that  Athens, for several months, conducted negotiations with the terrorist known as Abu Nidal... They said the contacts were verified in what were termed hard intelligence reports. Abu Nidal leads the Palestinian splinter group Al Fatah  Revolutionary Council, implicated in the 1985 airport  bombings at Rome and Vienna that contributed to the Reagan  Administration's decision to bomb Tripoli, Libya, last year. In Washington, State Department officials said that when Administration officials learned about the contacts, the State Department drafted a strongly worded demarche. The officials also expressed unhappiness with Greece's dealings with ASALA, the Armenian Liberation Army, which has carried out terrorist acts against Turks.... Serdar Argic                            'We closed the roads and mountain passes that                              might serve as ways of escape for the Turks                              and then proceeded in the work of extermination.'                                                   (Ohanus Appressian - 1919)                            'In Soviet Armenia today there no longer exists                              a single Turkish soul.' (Sahak Melkonian - 1920)"
"talk.politics.mideast",76079,"I couldn't have said it better, Mark!"
"talk.politics.mideast",76080,"No, you have completely misunderstood.  I was opposed to intervention in Somalia for the same reason I am opposed to intervention in Bosnia - there is no security interest of the United States there which justifies risking the lives of American servicemen, and there are too many crises in the world for us to take on all of them.  In the case of Bosnia, the risks are obviously much greater, and there are other countries in a much better position and with far better reasons to take action than the US. You continue to misunderstand.  I did not say the reason why people want to intervene is because of racist (<- you seem to be overly fond of using this word, btw.  I said the phenomenon was race-related, which is not the same as racist.  Perhaps this distinction is too subtle for you to grasp) motives - I said the attention and outrage at the entire Yugoslavian situation was a result of it being 1) closer to home, 2) happening to people we can identify with, and 3) relentlessly harped on by the media.  I never said anything about which side would be preferred, which has a lot more to do with the presentation of the conflict than any psychological factors.  I think there is no doubt that despite the fact we intervened in Somalia, the level of attention devoted to there was considerably less than what is devoted to Bosnia, if the newspapers and tv news I see are any guide. Dave"
"talk.politics.mideast",76082,"Dear Mr. Davidsson,    You claim that your purpose is to fight racism.  But you don't seem to have any interest in injustice except that which may have been committed by Israel.  The treatment of Jews in Arab nations, an injustice of staggerring proportions, is an injustice that you do not seem to care the least bit about.  Why not?"
"talk.politics.mideast",76083,"The idea of the U.S, or any other nation, taking action, i.e., military intervention, in Bosnia has not been well thought out by those who  advocate such action. After the belligerants are subdued, it would require an occupation force for one or two generations. If you will stop and think about it, you will realize that these people have never forgotten a single slight or injury, they have imbibed hatred with their mother's milk. If we stop the fighting, seize and destroy all weapons, they will simply go back to killing each other with clubs. And the price for this futility will be the lives of the young men and women we send there to die. A price I am unwilling to even consider. There is no valid comparison to the Holocaust. All of the Jewish people that I have known as friends were not brought up to hate. To be wary of others, most certainly, but not to hate. And except for the Warsaw uprising, they were unarmed (and even in Warsaw badly out-gunned). It is very easy to speak of muscle when they are someone else's muscles. Suppose we do this thing, what will you tell the parents, wives, children, lovers of those we are sending to die? That they gave their lives in some noble cause? Noble cause, separating some mad dogs who will turn on them. Well, I will offer you some muscle. Suppose we tell them that they have one week (this will give foreign nationals time to leave) to cease their bloodshed. At the end of that week, bring in the Tomahawk firing ships and destroy Belgrade as they destroyed the Bosnian cities. Perhaps when some of their cities are reduced to rubble they will have a sudden attack of brains. Send in missiles by all means, but do not send in troops. By all means lift the embargo. Which killers? Do you honestly believe they are all on one side? REB"
"talk.politics.mideast",76084,"If you recall, a subject was raised some weeks ago that touched upon this.  When someone claimed that guerillas were manifestations of popular sentiment, the topic arose:""When does a civilian stop becoming a civilian?"".  If he houses and shelters guerillas of his own free will, aiding them, has he violated his ""civilian"" status? But don't you see that the same statement can be made both ways? If Lebanon was interested in peace then it should accept the word of Israel that the attacks were the cause for war and disarming the Hizbollah will remove the cause for its continued occupancy.  Afterall, Israel has already staged two parts of the withdrawal from areas it occupied in Lebanon during SLG. That is not exactly true.  The Hizbollah and their affiliated groups have made several attempts to infiltrate the border of Israel. True, but the Syrians did allow (until at least 1984) guerillas to operate in the areas that were under their control, provided that those guerillas were attacking Israeli lines. The problem is that Syria is also not as stable a partner for long term peace as others in the area might be."
"talk.politics.mideast",76085,"The Litani river flows in a west-southwestern direction and indeed does not run through the buffer zone.  The Hasbani does flow into the Jordan but contrary to what our imaginative poster might write, there has been no increase in the inflow from this river that is not proportional to climatic changes in rainfall."
"talk.politics.mideast",76086,"Dear Mr. Karageorgiou, I would like to clarify several misunderstandings in your posting. First the    bus incident which I believe was in Canakkale three years ago, was done by a    mentally ill person who killed himself afterwards. The Pontus Greeks were ex-   changedwith Turks in Greece in 1923. I have to logout now since my Greek friend Yiorgos here wants to use the computer. Well, I'll be back.Asta la vista baby."
"talk.politics.mideast",76089,"Who the hell is this guy David Davidian. I think he talks too much.. Yo , DAVID you would better shut the f... up.. O.K ?? I don't like  your attitute. You are full of lies and shit. Didn't you hear the  saying ""DON'T MESS WITH A TURC!!""... See ya in hell.. Timucin."
"talk.politics.mideast",76090,"So was it on CNN or not?  What proof. You said above: ""was it not reported..."" and ""someone please give  full details if they can remember"". Hear say is not proof.  Yes, like the 700 or more Palestinians brutally murdered by their brothers."
"talk.politics.mideast",76092,"In the South Lebanon area, only Israeli (and SLA) and Lebanese troops  are present. Syrian troops are deployed north of the Awali river.  Between the  Awali river and the ""Security Zone"" only Lebanese troops are stationed. That is your opinion and the opinion of the Israeli government. I agree peace guarantees would be better for all, but I am addressing the problem as it stands now.  Hopefully a comprehensive peace settlement will be concluded soon, and will include security guarantees for both sides.  My proposal was aimed at decreasing the casualties in the interim period.  In my opinion, if Israel withdraws unilaterally it would still be better off than staying. The Israeli gov't obviously agrees with you and is not willing to do such a move.  I hope to be be able to change your opinion and theirs, that's why I post to tpm. As I explained, I contend that if Israel does withdraw unilaterally I believe no attacks would ensue against northern Israel.  I also explained why I believe that to be the case.  My suggestion is aimed at reducing the level of tension and casualties on all sides. It is unfortunate that Israel does not agree with my opinion. That is too bad. Because Israel is not occupying the ""Security Zone"" free of charge. It is paying the price for that.  Once Israel withdraws it may have lost a bargaining chip at the negociating table but it would save some soldiers' lives, that is my contention.   If Lebanon were willing to agree to That is completely untrue.  Hizbollah is now a minor force in Lebanese politics.  The real heavy weights are Syria's allies.  The gov't is  supported by Syria.  The Lebanese Army is over 30,000 troops and unified like never before.  Hizbollah can have no moral justification in attacking Israel proper, especially after Israeli withdrawal. That would draw the ire of the Lebanese the Syrian and the Israeli gov'ts.  If Israel does withdraw and such an act  (Hizbolllah attacking Israel) would be akin to political and moral  suicide. Basil"
"talk.politics.mideast",76093,"From a recent interview in Middle East Insight magazine, Clinton said that he supports moving the US Embassy to Jerusalem, but would not do so at this time because it would interrupt the peace talks. "
"talk.politics.mideast",76094,"  Oh....I see...I didn't realize this...   I think that perhaps you should print flyers on this topic, and your   reasons for thinking the way you do. You should then distribute them   amongst the world's population. You see, I don't think there are many   people who are aware of this fact. Thank you for telling us the truth.   BTW: I would start by sending your flyers to each of the UN officials. 	   Also, after you have distributed your flyers you might consider        hiding. You see, I think that once more people read what you think        they will have to lock you up in a mental institute; and don't think        they will ever let you out.   It is a strange strange world you live in. I feel sorry for you."
"talk.politics.mideast",76095,"I agree with Shai,  there are many references to Israeli plans on the Litani river but I have yet to find hard  evidence.  I had mentioned before that there is a report commissioned by the UN to study the Litani river, it is  still in draft form.  The Israeli gov't also commissioned a study on the river that was done by Dr. Ben Wolfe. The Litani starts in the Bekaa valley in Lebanon, flows Southward, then West across South Lebanon and discharges into the Mediterranean near the city of Tyre. There are other rivers such as the Hasbani and the Wazzani that start in Lebanese territory than join the Jordan river.   The most mentioned plan was one that would divert water from the Litani into these, then the water would flow naturally into the Lac De Houle.  BUT there is no evidence of any diversion structure (which would need to be at least 3 km long).  The area is mountainous, inaccessible and occupied by Israel so I have not seen any independent  reports of the existence of any diversion structure there. Another often mentioned diversion is through deep wells. It is also rumored that Israe has 600 m wells tapping into deep aquifers and drawing water on the Israeli side of the border.  If such wells are indeed under use they would be costly to operate  (high energy costs) and the Lebanese and Israeli gov't should  agree on the distribution of water from shared aquifers as part of an overall peace plan and the bilateral negociations on ""regional issues"".  The fact that we have been at war all this time has led to the current state of affairs where withdrawals from such aquifers is completely unregulated. Basil"
"talk.politics.mideast",76096,"Oooh... now THAT hurts.  I will not suffer you through more naive and one-sided views of mine.   Please skip my articles in the future Oh Wise Tim, and have a good day. Basil"
"talk.politics.mideast",76097,"The village I described was actually the closest I could come to describing mine.  I agree there may be other villages where the civilian population has deserted because it is too close to Israeli lines and thus gets bombed more often.  In such villages often the only remaining  inhabitants are guerillas and some elderly who have nowhere else to go. But for the most part the typical South Lebanon village is more like mine.  One where civilians and guerillas live together.  They are often inhabiting the same house.  Many families are large, some have members of the families involved in Hizollah, most others are not.  That is what is so hard of South Lebanon, Israel is not fighting an army with well drawn battle lines, but a guerilla tyoe resistance which by definition and necessity blends with the local populace.  Not because they are evil cowards that use women and children as shields, but because that is the only way one can fight a more powerful better equipped occupying army. Hizbollah and Amal are now the main two militias.  Though Hizbollah people tend to be more committed to resistrance operation and better motivated by religious conviction.   As to retaliation, It may be a mixture of what we both say.  Sometimes Israel chooses its targets carefully.  At other times it just sends its pilots on sorties aimed at a town in general since it only knows that the  attackers came from that specific village but has no further intelligence.  On several occasions Israel retalliated against  civilian refugee camps, even in North Lebanon, just to show that it will not sit idly after its soldiers have been attacked. Most of the time it directs the SLA to do the dirty work and indiscriminately shell some Lebanese villages on the other side. I have experienced this shelling myself on several occasions, this is why the SLA militia is sometimes even more despised than  Israeli troops. I hope you are right on Israeli willingness to withdraw, but I still contend that withdrawal would be the better course for Israel's security, since it would reduce its  military losses, and I claim that the Lebanese and Syrian gov'ts would be able to prevent any  further attacks on Northern Israel. Hmm...  Here we disagree on what serves Syria interests better. I think Syria wants to have Lebanon all to itself.  It would be willing to guarantee Northern Israel's security in return for Israeli withdrawal.  I don't think Syria wants Israel to be involved in its protectorate of Lebanon.  Syria is sitting at the negotiating table because it has come to accept that and wants to get a political resolution.  A renewal of hostilities along the Lebanese front could put the whole ME peace negotiations back in question. I agree that the loss of any human life is deplorable and regrettable. Basil"
